"impianto","comune_ubicazione","provincia_ubicazione","rifiuto_trattato"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","08 03 17 -  toner per stampa esauriti, contenenti sostanze pericolose"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17 "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","08 04 09 -  adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","13 02 08 -  altri oli per motori, ingranaggi e lubrificazione"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","15 01 04 - imballaggi metallici "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","15 01 05 - imballaggi in materiali compositi "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","15 01 11 -  imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi i contenitori a pressione vuoti"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","15 01 11 -  imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi i contenitori a pressione vuoti "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","15 02 02 -  assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","16 01 03 - pneumatici fuori uso"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","16 01 03 - pneumatici fuori uso "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","16 01 07 -  filtri dell'olio"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","16 01 07 -  filtri dell'olio "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","16 02 13 -  apparecchiature fuori uso, contenenti componenti pericolosi diversi da quelli di cui alle voci 16 02 09 e 16 02 12"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","16 02 14 - apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13 "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","16 02 16 - componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","16 05 04 -  gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","16 06 01 -  batterie al piombo"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","16 06 02 -  batterie al nichel-cadmio "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","17 06 03 -  altri materiali isolanti contenenti o costituiti da sostanze pericolose "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","17 06 04 - materiali isolanti diversi da quelli di cui alle voci 17 06 01 e 17 06 03"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","17 06 04 - materiali isolanti diversi da quelli di cui alle voci 17 06 01 e 17 06 03 "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","17 06 05 -  materiali da costruzione contenenti amianto "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03 "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","18 01 03 -  rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 02 - vetro "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 10 - abbigliamento "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 11 - prodotti tessili"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 11 - prodotti tessili "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 19 -  pesticidi"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 19 -  pesticidi "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 25 - oli e grassi commestibili"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 25 - oli e grassi commestibili "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 26 -  oli e grassi diversi da quelli di cui alla voce 20 01 25"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 26 -  oli e grassi diversi da quelli di cui alla voce 20 01 25 "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 27 -  vernici, inchiostri, adesivi e resine contenenti sostanze pericolose"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 27 -  vernici, inchiostri, adesivi e resine contenenti sostanze pericolose "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27 "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 34 - batterie e accumulatori diversi da quelli di cui alla voce 20 01 33"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 34 - batterie e accumulatori diversi da quelli di cui alla voce 20 01 33 "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 01 40 - metallo "
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 02 03 - altri rifiuti non biodegradabili"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 03 03 - residui della pulizia stradale  se avviati a recupero"
"AMBIENTE & TECNOLOGIE S.R.L.","BITONTO","BARI","20 03 07 - rifiuti ingombranti a recupero "
"AMBIENTE & TECNOLOGIE S.R.L. - A.M.I.U. S.P.A. BARI","BITONTO","BARI","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17"
"AMBIENTE & TECNOLOGIE S.R.L. - ECO.NET","BITONTO","BARI","20 01 25 - oli e grassi commestibili "
"AMBIENTE & VERDE S.R.L.","LEQUILE","LECCE","02 01 03 - scarti di tessuti vegetali"
"AMBIENTE & VERDE S.R.L.","LEQUILE","LECCE","02 03 04 - scarti inutilizzabili per il consumo o la trasformazione"
"AMBIENTE & VERDE S.R.L.","LEQUILE","LECCE","03 01 01 - scarti di corteccia e sughero "
"AMBIENTE & VERDE S.R.L.","LEQUILE","LECCE","03 01 05 - segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04"
"AMBIENTE & VERDE S.R.L.","LEQUILE","LECCE","15 01 03 - imballaggi in legno "
"AMBIENTE & VERDE S.R.L.","LEQUILE","LECCE","15 02 03 - assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02 "
"AMBIENTE & VERDE S.R.L.","LEQUILE","LECCE","17 02 01 - legno"
"AMBIENTE & VERDE S.R.L.","LEQUILE","LECCE","19 12 07 - legno diverso da quello di cui alla voce 19 12 06 "
"AMBIENTE & VERDE S.R.L.","LEQUILE","LECCE","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"AMBIENTE & VERDE S.R.L.","LEQUILE","LECCE","20 02 01 - rifiuti biodegradabili "
"AMERICAN IMPORT-EXPORT S.A.S. DI LACAVA MASSIMILIANO & C.","TORRE SANTA SUSANNA","BRINDISI","20 01 10 - abbigliamento "
"AMICA S.P.A.","FOGGIA","FOGGIA","20 03 01 - rifiuti urbani non differenziati "
"AMICA S.P.A.","FOGGIA","FOGGIA","20 03 01 - rifiuti urbani non differenziati  "
"AMICA S.P.A.","FOGGIA","FOGGIA","20 03 03 - residui della pulizia stradale"
"AMICA S.P.A.","FOGGIA","FOGGIA","20 03 07 - rifiuti ingombranti a smaltimento "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","02 01 03 - scarti di tessuti vegetali "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17 "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","09 01 07 - carta e pellicole per fotografia, contenenti argento o composti dell'argento"
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","09 01 07 - carta e pellicole per fotografia, contenenti argento o composti dell'argento "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","15 01 04 - imballaggi metallici "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","15 01 06 - imballaggi in materiali misti "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","15 01 07 - imballaggi in vetro "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","19 12 02 - metalli ferrosi "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 10 - abbigliamento "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 25 - oli e grassi commestibili "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 27 -  vernici, inchiostri, adesivi e resine contenenti sostanze pericolose"
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 27 -  vernici, inchiostri, adesivi e resine contenenti sostanze pericolose "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27"
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27 "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 34 - batterie e accumulatori diversi da quelli di cui alla voce 20 01 33 "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 39 - plastica "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 01 40 - metallo "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 02 01 - rifiuti biodegradabili"
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 02 01 - rifiuti biodegradabili "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 03 01 - rifiuti urbani non differenziati "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 03 02 - rifiuti dei mercati"
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 03 03 - residui della pulizia stradale"
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 03 06 - rifiuti della pulizia delle fognature "
"AMIU PUGLIA S.P.A. - BARI","BARI","BARI","20 03 07 - rifiuti ingombranti a recupero "
"AMIU PUGLIA S.P.A. - FOGGIA","FOGGIA","FOGGIA","19 05 01 - parte di rifiuti urbani e simili non compostata "
"AMIU PUGLIA S.P.A. - FOGGIA","FOGGIA","FOGGIA","19 08 01 - vaglio  "
"AMIU PUGLIA S.P.A. - FOGGIA","FOGGIA","FOGGIA","20 03 01 - rifiuti urbani non differenziati"
"AMIU PUGLIA S.P.A. - FOGGIA","FOGGIA","FOGGIA","20 03 01 - rifiuti urbani non differenziati "
"AMIU PUGLIA S.P.A. - FOGGIA","FOGGIA","FOGGIA","20 03 01 - rifiuti urbani non differenziati  "
"AMIU PUGLIA S.P.A. - FOGGIA","FOGGIA","FOGGIA","20 03 03 - residui della pulizia stradale"
"AMIU PUGLIA S.P.A. - FOGGIA","FOGGIA","FOGGIA","20 03 03 - residui della pulizia stradale  se avviati a recupero"
"AMIU PUGLIA S.P.A. - PATRUNO S.R.L.","BARI","BARI","20 01 10 - abbigliamento "
"AMIU PUGLIA S.P.A. - PATRUNO S.R.L.","BARI","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"AMIU PUGLIA S.P.A. - PATRUNO S.R.L.","BARI","BARI","20 02 01 - rifiuti biodegradabili "
" A.M.I.U. S.P.A - AZIENDA MULTISERVIZI E IGIENE URBANA S.P.A","TARANTO","TARANTO","20 01 08 - rifiuti biodegradabili di cucine e mense"
"AMIU S.P.A. - BARI","BARI","BARI","09 01 07 - carta e pellicole per fotografia, contenenti argento o composti dell'argento "
"AMIU S.P.A. - BARI","BARI","BARI","15 01 06 - imballaggi in materiali misti "
"AMIU S.P.A. - BARI","BARI","BARI","19 12 02 - metalli ferrosi "
"AMIU S.P.A. - BARI","BARI","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense "
"AMIU S.P.A. - BARI","BARI","BARI","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"AMIU S.P.A. - BARI","BARI","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"AMIU S.P.A. - BARI","BARI","BARI","20 01 25 - oli e grassi commestibili "
"AMIU S.P.A. - BARI","BARI","BARI","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27"
"AMIU S.P.A. - BARI","BARI","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"AMIU S.P.A. - BARI","BARI","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"AMIU S.P.A. - BARI","BARI","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"AMIU S.P.A. - BARI","BARI","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"AMIU S.P.A. - BARI","BARI","BARI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"AMIU S.P.A. - BARI","BARI","BARI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"AMIU S.P.A. - BARI","BARI","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"AMIU S.P.A. - BARI","BARI","BARI","20 01 39 - plastica "
"AMIU S.P.A. - BARI","BARI","BARI","20 02 01 - rifiuti biodegradabili "
"AMIU S.P.A. - BARI","BARI","BARI","20 03 01 - rifiuti urbani non differenziati "
"AMIU S.P.A. - BARI","BARI","BARI","20 03 06 - rifiuti della pulizia delle fognature "
"AMIU S.P.A. - BARI","BARI","BARI","20 03 07 - rifiuti ingombranti a recupero "
"AMIU S.P.A. BARI - CANNONE S.R.L.","BARI","BARI","20 01 10 - abbigliamento "
"AMIU S.P.A. BARI - DANIELE AMBIENTE S.R.L.","BARI","BARI","20 02 01 - rifiuti biodegradabili "
"AMIU S.P.A. BARI -  GIAMPETRUZZI S.R.L.","BARI","BARI","20 03 01 - rifiuti urbani non differenziati "
"AMIU S.P.A. BARI - RI.PLASTIC S.R.L.","BARI","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"AMIU S.P.A. BARI - RI.PLASTIC S.R.L.","BARI","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"AMIU S.P.A. BARI - RI.PLASTIC S.R.L.","BARI","BARI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"AMIU S.P.A. BARI - RI.PLASTIC S.R.L.","BARI","BARI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","09 01 07 - carta e pellicole per fotografia, contenenti argento o composti dell'argento "
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27"
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 01 39 - plastica "
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 01 40 - metallo "
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 02 01 - rifiuti biodegradabili "
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 03 01 - rifiuti urbani non differenziati "
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 03 01 - rifiuti urbani non differenziati  "
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 03 03 - residui della pulizia stradale"
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 03 03 - residui della pulizia stradale   "
"A.M.I.U. SPA  -  BARI Z.I.","BARI","BARI","20 03 07 - rifiuti ingombranti a recupero "
"AMIU SPA CENTRO COMUNALE RACCOLTA RIFIUTI TARANTO - AUTOPARCO","TARANTO","TARANTO","16 01 03 - pneumatici fuori uso "
"AMIU SPA CENTRO COMUNALE RACCOLTA RIFIUTI TARANTO - AUTOPARCO","TARANTO","TARANTO","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"AMIU SPA CENTRO COMUNALE RACCOLTA RIFIUTI TARANTO - AUTOPARCO","TARANTO","TARANTO","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"AMIU SPA CENTRO COMUNALE RACCOLTA RIFIUTI TARANTO - AUTOPARCO","TARANTO","TARANTO","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"AMIU SPA CENTRO COMUNALE RACCOLTA RIFIUTI TARANTO - AUTOPARCO","TARANTO","TARANTO","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"AMIU SPA CENTRO COMUNALE RACCOLTA RIFIUTI TARANTO - AUTOPARCO","TARANTO","TARANTO","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"AMIU SPA CENTRO COMUNALE RACCOLTA RIFIUTI TARANTO - AUTOPARCO","TARANTO","TARANTO","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"AMIU S.P.A. - FOGGIA","FOGGIA","FOGGIA","19 05 01 - parte di rifiuti urbani e simili non compostata "
"AMIU S.P.A. - FOGGIA","FOGGIA","FOGGIA","20 03 01 - rifiuti urbani non differenziati "
"AMIU S.P.A. - FOGGIA","FOGGIA","FOGGIA","20 03 01 - rifiuti urbani non differenziati  "
"AMIU S.P.A. - FOGGIA","FOGGIA","FOGGIA","20 03 03 - residui della pulizia stradale"
"AMIU S.P.A. - FOGGIA","FOGGIA","FOGGIA","20 03 03 - residui della pulizia stradale   "
"A.M.I.U. S.P.A. - IMPIANTO PASQUINELLI","STATTE","TARANTO","02 02 03 - scarti inutilizzabili per il consumo o la trasformazione "
"A.M.I.U. S.P.A. - IMPIANTO PASQUINELLI","STATTE","TARANTO","02 03 01 - fanghi prodotti da operazioni di lavaggio, pulizia, sbucciatura, centrifugazione e separazione di componenti "
